coef,se,pval,ci_lower,ci_upper,bw,n_left,n_right,poly_order
0.004302217068471899,0.004508295463279403,0.3399373409640256,-0.00453387967122105,0.013138313808164848,0.011815078792910334,210,112,1
0.005346267349875894,0.004691889034132686,0.2545071250337717,-0.0038496661764825905,0.014542200876234378,0.021667715345155353,520,160,2
0.008323445400063023,0.006340236581765894,0.18925126359307598,-0.004103189953661471,0.020750080753787516,0.01598039121576456,323,135,3
