coef,se,pval,ci_lower,ci_upper,bw,n_left,n_right,period
0.006490941863293562,0.007616948459953659,0.3941192424689053,-0.00843800279031344,0.021419886516900563,0.008045980763111412,27,19,2004-2007
0.005719314085208517,0.010135833589245203,0.5725725925166864,-0.014146554703003428,0.025585182873420462,0.014114363199099674,30,12,2007-2010
-0.003754952111468108,0.010109712661733066,0.7103245373509777,-0.023569624822513482,0.016059720599577266,0.006751092090922687,16,7,2010-2013
-0.006840680207278384,0.009221735060687939,0.4582087085627906,-0.024914948801197035,0.011233588386640268,0.024398899626439693,89,13,2013-2016
0.012760750238702549,0.0062959276358322816,0.04268020379282883,0.00042095882320086764,0.02510054165420423,0.011885620160230318,20,20,2016-2019
0.010669185622683104,0.009649697523449227,0.268878149001872,-0.008243873984982733,0.02958224523034894,0.011953272976577996,70,37,2019-2022
