coef,se,pval,ci_lower,ci_upper,bw,n_left,n_right,kernel
0.004302217068471899,0.004508295463279403,0.3399373409640256,-0.00453387967122105,0.013138313808164848,0.011815078792910334,210,112,triangular
0.003938135848658951,0.00462559070573559,0.39455824595604483,-0.005127855341806018,0.01300412703912392,0.010929654005161549,183,106,epanechnikov
0.0033881048879030803,0.004701179506098873,0.471098717833467,-0.0058260376289085095,0.01260224740471467,0.00950633825679389,161,97,uniform
