coef,se,pval,ci_lower,ci_upper,bw,n_left,n_right,bw_multiplier,bandwidth
0.005769291835954954,0.006363111228944588,0.3645771943345817,-0.006702177002398842,0.01824076067430875,0.005907539396455167,106,74,0.5,0.005907539396455167
0.006755784253690396,0.005883539455466997,0.25086466697709664,-0.004775741180645318,0.01828730968802611,0.00886130909468275,145,90,0.75,0.00886130909468275
0.0061768172772077995,0.005452430450433794,0.25727482813872493,-0.00450975003385194,0.01686338458826754,0.011815078792910334,210,112,1.0,0.011815078792910334
0.004891764190411679,0.004973946678090752,0.3253725286260146,-0.004856992159668836,0.014640520540492195,0.014768848491137918,287,127,1.25,0.014768848491137918
0.004176321820764363,0.004561220644601182,0.35986888636989767,-0.004763506368194522,0.013116150009723248,0.0177226181893655,375,142,1.5,0.0177226181893655
0.005060763548316638,0.003997380514615569,0.20550593368018077,-0.002773958292832064,0.01289548538946534,0.02363015758582067,593,171,2.0,0.02363015758582067
